mission_id,timestamp,elapsed_min,mission_phase,RPM,MAP_hPa,m_dot_a_kg_s,m_dot_f_kg_s,m_dot_f_bank1_kg_s,m_dot_f_bank2_kg_s,Q_fuel_L_s,AFR_actual,phi_equivalence_ratio,EGT_avg_C,EGT_cyl1_C,EGT_cyl2_C,EGT_cyl3_C,EGT_cyl4_C,Delta_EGT_cross_C,CHT_C,Delta_CHT_ambient_C,Oil_Temp_C,Oil_Pressure_bar,Oil_Viscosity_Pa_s,Ratio_Lube,H_lube,Vib_f0_Hz,Vib_fcam_Hz,Vib_ffire_Hz,Vib_fgear_Hz,Vib_Amp_Total_g,Vib_Amp_f0_g,Vib_Amp_fcam_g,Vib_Amp_ffire_g,Health_Index,injected_fault_type,Rate_of_Rise_CHT_C_per_min,RPM_instability_std
5,2026-01-06 10:52:00,652,Cruise_Loiter,5167.8,782.74,0.04167,0.003157,0.001578,0.001578,0.00426,13.2,1.114,740.7,743.1,740.2,738.9,740.5,4.3,80.73,91.86,72.21,2.843,0.044754,6351551.14,6351551.14,86.13,43.06,172.26,3703.56,1.311,1.097,0.132,0.638,0.99964,lubrication_issues,-3.35,8.85
5,2026-01-06 10:53:00,653,Cruise_Loiter,5167.3,782.74,0.04164,0.003155,0.001577,0.001577,0.00426,13.2,1.114,740.7,739.5,740.0,743.1,740.1,3.7,82.58,92.91,72.21,2.842,0.044746,6351433.38,6351433.38,86.12,43.06,172.24,3703.2,1.485,1.273,0.122,0.69,0.99964,lubrication_issues,1.85,5.68
5,2026-01-06 10:54:00,654,Cruise_Loiter,5209.2,782.74,0.04214,0.003192,0.001596,0.001596,0.0043,13.2,1.114,740.7,735.1,738.0,751.3,738.4,16.1,84.36,96.29,72.23,2.857,0.044704,6390423.47,6390423.47,86.82,43.41,173.64,3733.24,1.631,1.437,0.132,0.705,0.99964,lubrication_issues,1.78,17.19
5,2026-01-06 10:55:00,655,Cruise_Loiter,5167.7,782.74,0.04158,0.00315,0.001575,0.001575,0.00425,13.2,1.114,740.7,737.2,740.4,735.9,749.3,13.4,80.96,91.38,72.17,2.846,0.044818,6348999.2,6348999.2,86.13,43.06,172.26,3703.52,1.457,1.235,0.129,0.689,0.99964,lubrication_issues,-3.4,18.02
5,2026-01-06 10:56:00,656,Cruise_Loiter,5161.7,782.74,0.04187,0.003172,0.001586,0.001586,0.00427,13.2,1.114,740.7,736.5,735.3,744.1,746.8,11.5,82.27,94.88,72.1,2.85,0.04496,6338200.95,6338200.95,86.03,43.01,172.06,3699.24,1.455,1.239,0.137,0.683,0.99964,lubrication_issues,1.31,19.43
5,2026-01-06 10:57:00,657,Cruise_Loiter,5209.8,782.74,0.04195,0.003178,0.001589,0.001589,0.00429,13.2,1.114,740.7,739.7,739.1,740.2,743.7,4.7,80.92,91.21,72.05,2.873,0.045053,6377499.73,6377499.73,86.83,43.42,173.66,3733.72,1.445,1.208,0.158,0.727,0.99964,lubrication_issues,-1.35,24.18
5,2026-01-06 10:58:00,658,Cruise_Loiter,5195.1,782.74,0.04187,0.003172,0.001586,0.001586,0.00428,13.2,1.114,740.7,744.6,741.6,746.1,730.4,15.8,84.06,94.43,72.12,2.861,0.044922,6369376.21,6369376.21,86.58,43.29,173.17,3723.13,1.498,1.287,0.145,0.68,0.99963,lubrication_issues,3.14,22.78
5,2026-01-06 10:59:00,659,Cruise_Loiter,5223.0,782.74,0.04223,0.003199,0.0016,0.0016,0.00431,13.2,1.114,740.7,746.2,736.4,737.0,743.1,9.9,82.18,94.2,72.06,2.877,0.045029,6390211.26,6390211.26,87.05,43.53,174.1,3743.18,1.508,1.336,0.138,0.621,0.99963,lubrication_issues,-1.88,26.43
5,2026-01-06 11:00:00,660,Cruise_Loiter,5283.2,782.74,0.04265,0.003231,0.001616,0.001616,0.00436,13.2,1.114,740.7,732.9,742.4,745.9,741.5,13.0,82.8,93.99,72.06,2.902,0.045037,6443561.2,6443561.2,88.05,44.03,176.11,3786.3,1.287,1.022,0.138,0.703,0.99963,lubrication_issues,0.62,44.66
5,2026-01-06 11:01:00,661,Cruise_Loiter,5185.3,782.74,0.04177,0.003164,0.001582,0.001582,0.00427,13.2,1.114,740.7,739.5,742.6,737.1,743.6,6.5,80.8,91.32,72.0,2.868,0.045147,6352040.2,6352040.2,86.42,43.21,172.84,3716.15,1.549,1.324,0.144,0.734,0.99963,lubrication_issues,-2.0,38.5
5,2026-01-06 11:02:00,662,Cruise_Loiter,5245.1,782.74,0.04228,0.003203,0.001602,0.001602,0.00432,13.2,1.114,740.7,733.6,744.0,741.9,743.3,10.4,83.39,93.82,72.05,2.888,0.04506,6408670.53,6408670.53,87.42,43.71,174.84,3758.98,1.311,1.099,0.119,0.641,0.99963,lubrication_issues,2.59,39.55
5,2026-01-06 11:03:00,663,Cruise_Loiter,5133.7,782.74,0.04151,0.003144,0.001572,0.001572,0.00424,13.2,1.114,740.7,742.6,745.0,734.5,740.6,10.6,81.19,93.09,71.96,2.85,0.045222,6303123.12,6303123.12,85.56,42.78,171.12,3679.14,1.607,1.398,0.146,0.719,0.99963,lubrication_issues,-2.2,57.25
5,2026-01-06 11:04:00,664,Cruise_Loiter,5195.1,782.74,0.04188,0.003173,0.001587,0.001587,0.00428,13.2,1.114,740.7,741.7,738.1,743.3,739.6,5.2,82.34,92.89,71.97,2.875,0.045212,6358286.67,6358286.67,86.59,43.29,173.17,3723.17,1.493,1.284,0.141,0.695,0.99963,lubrication_issues,1.15,57.52
5,2026-01-06 11:05:00,665,Cruise_Loiter,5192.0,782.74,0.04181,0.003168,0.001584,0.001584,0.00428,13.2,1.114,740.7,739.5,736.0,747.5,739.7,11.5,82.99,93.37,72.0,2.87,0.045147,6357986.85,6357986.85,86.53,43.27,173.07,3720.92,1.198,0.902,0.122,0.721,0.99963,lubrication_issues,0.65,39.55
5,2026-01-06 11:06:00,666,Cruise_Loiter,5181.1,782.74,0.04176,0.003163,0.001582,0.001582,0.00427,13.2,1.114,740.7,739.6,740.4,743.5,739.2,4.3,85.1,95.84,72.1,2.857,0.044956,6355561.49,6355561.49,86.35,43.18,172.7,3713.09,1.422,1.205,0.14,0.683,0.99963,lubrication_issues,2.11,39.73
5,2026-01-06 11:07:00,667,Cruise_Loiter,5208.3,782.74,0.04208,0.003188,0.001594,0.001594,0.0043,13.2,1.114,740.7,731.4,750.7,731.5,749.2,19.2,81.53,93.47,72.02,2.875,0.045103,6374181.77,6374181.77,86.8,43.4,173.61,3732.58,1.449,1.219,0.131,0.715,0.99962,lubrication_issues,-3.57,28.71
5,2026-01-06 11:08:00,668,Cruise_Loiter,5207.0,782.74,0.04203,0.003184,0.001592,0.001592,0.00429,13.2,1.114,740.7,736.5,746.7,740.1,739.5,10.2,82.31,93.31,72.01,2.876,0.045129,6372091.25,6372091.25,86.78,43.39,173.57,3731.71,1.41,1.202,0.139,0.672,0.99962,lubrication_issues,0.78,11.28
5,2026-01-06 11:09:00,669,Cruise_Loiter,5205.1,782.74,0.04199,0.003181,0.001591,0.001591,0.00429,13.2,1.114,740.7,739.0,746.7,738.3,738.8,8.4,83.41,94.38,72.04,2.872,0.045074,6372444.47,6372444.47,86.75,43.38,173.5,3730.29,1.394,1.17,0.136,0.672,0.99962,lubrication_issues,1.1,11.8
5,2026-01-06 11:10:00,670,Cruise_Loiter,5192.5,782.74,0.04186,0.003172,0.001586,0.001586,0.00428,13.2,1.114,740.7,736.9,746.6,740.1,739.1,9.7,83.59,94.55,72.07,2.864,0.045009,6363702.18,6363702.18,86.54,43.27,173.08,3721.26,1.362,1.146,0.135,0.656,0.99962,lubrication_issues,0.18,11.73
5,2026-01-06 11:11:00,671,Cruise_Loiter,5186.1,782.74,0.04185,0.003171,0.001585,0.001585,0.00428,13.2,1.114,740.7,740.4,744.6,740.4,737.4,7.2,79.99,91.31,71.96,2.872,0.045226,6349712.28,6349712.28,86.44,43.22,172.87,3716.71,1.35,1.087,0.151,0.731,0.99962,lubrication_issues,-3.6,9.91
5,2026-01-06 11:12:00,672,Cruise_Loiter,5204.7,782.74,0.04205,0.003186,0.001593,0.001593,0.0043,13.2,1.114,740.7,736.4,741.0,743.3,742.1,6.8,80.81,91.86,71.9,2.885,0.045355,6361407.63,6361407.63,86.75,43.37,173.49,3730.04,1.177,0.919,0.179,0.636,0.99962,lubrication_issues,0.82,9.25
5,2026-01-06 11:13:00,673,Cruise_Loiter,5198.6,782.74,0.04206,0.003186,0.001593,0.001593,0.00429,13.2,1.114,740.7,726.5,748.7,742.1,745.5,22.2,80.8,92.48,71.81,2.89,0.045514,6349915.5,6349915.5,86.64,43.32,173.29,3725.63,1.28,1.035,0.128,0.693,0.99962,lubrication_issues,-0.01,8.15
5,2026-01-06 11:14:00,674,Cruise_Loiter,5179.9,782.74,0.04192,0.003176,0.001588,0.001588,0.00428,13.2,1.114,740.7,734.8,740.1,745.7,742.1,10.9,80.65,92.4,71.73,2.89,0.045678,6327120.49,6327120.49,86.33,43.17,172.66,3712.25,1.586,1.4,0.133,0.663,0.99962,lubrication_issues,-0.15,9.82
5,2026-01-06 11:15:00,675,Cruise_Loiter,5202.9,782.74,0.0419,0.003174,0.001587,0.001587,0.00429,13.2,1.114,740.7,729.5,742.5,748.7,741.9,19.2,82.72,92.78,71.78,2.895,0.04558,6351284.25,6351284.25,86.71,43.36,173.43,3728.74,1.257,0.961,0.139,0.743,0.99962,lubrication_issues,2.07,10.9
5,2026-01-06 11:16:00,676,Cruise_Loiter,5153.3,782.74,0.04153,0.003146,0.001573,0.001573,0.00425,13.2,1.114,740.7,733.2,748.1,743.4,738.0,14.9,81.99,92.66,71.78,2.875,0.045579,6307155.31,6307155.31,85.89,42.94,171.78,3693.23,1.223,0.953,0.144,0.7,0.99961,lubrication_issues,-0.73,21.7
5,2026-01-06 11:17:00,677,Cruise_Loiter,5212.1,782.74,0.04214,0.003192,0.001596,0.001596,0.0043,13.2,1.114,740.7,738.6,743.2,742.2,738.7,4.5,81.29,92.94,71.73,2.904,0.045686,6355556.78,6355556.78,86.87,43.43,173.74,3735.36,1.454,1.248,0.138,0.659,0.99961,lubrication_issues,-0.7,23.32
5,2026-01-06 11:18:00,678,Cruise_Loiter,5173.4,782.74,0.04177,0.003164,0.001582,0.001582,0.00427,13.2,1.114,740.7,747.1,745.2,742.3,728.1,19.1,79.09,90.14,71.61,2.898,0.045911,6312668.59,6312668.59,86.22,43.11,172.45,3707.62,1.249,0.997,0.142,0.675,0.99961,lubrication_issues,-2.2,23.55
5,2026-01-06 11:19:00,679,Cruise_Loiter,5172.6,782.74,0.04176,0.003163,0.001582,0.001582,0.00427,13.2,1.114,740.7,746.1,737.4,739.1,740.1,8.7,83.62,94.25,71.69,2.891,0.045766,6317305.48,6317305.48,86.21,43.1,172.42,3707.02,1.571,1.363,0.14,0.702,0.99961,lubrication_issues,4.53,24.11
5,2026-01-06 11:20:00,680,Cruise_Loiter,5190.6,782.74,0.04173,0.003161,0.001581,0.001581,0.00427,13.2,1.114,740.7,748.9,736.0,743.5,734.3,14.6,83.45,93.47,71.77,2.891,0.045608,6339300.21,6339300.21,86.51,43.26,173.02,3719.93,1.298,1.038,0.134,0.707,0.99961,lubrication_issues,-0.17,22.1
5,2026-01-06 11:21:00,681,Cruise_Loiter,5190.0,782.74,0.04188,0.003173,0.001586,0.001586,0.00428,13.2,1.114,740.7,744.1,736.3,735.4,746.9,11.5,81.85,93.13,71.75,2.893,0.045651,6337119.82,6337119.82,86.5,43.25,173.0,3719.48,1.281,0.994,0.11,0.735,0.99961,lubrication_issues,-1.6,16.14
5,2026-01-06 11:22:00,682,Cruise_Loiter,5191.5,782.74,0.04184,0.003169,0.001585,0.001585,0.00428,13.2,1.114,740.7,736.4,737.6,748.0,740.8,11.6,81.53,92.04,71.74,2.894,0.045669,6337804.15,6337804.15,86.52,43.26,173.05,3720.57,1.609,1.401,0.143,0.707,0.99961,lubrication_issues,-0.32,9.71
5,2026-01-06 11:23:00,683,Cruise_Loiter,5191.5,782.74,0.0418,0.003167,0.001583,0.001583,0.00428,13.2,1.114,740.7,743.5,742.1,741.1,736.0,7.4,80.41,90.58,71.7,2.898,0.045747,6334902.13,6334902.13,86.52,43.26,173.05,3720.57,1.371,1.134,0.131,0.698,0.99961,lubrication_issues,-1.12,8.21
5,2026-01-06 11:24:00,684,Cruise_Loiter,5194.1,782.74,0.04188,0.003173,0.001586,0.001586,0.00428,13.2,1.114,740.7,740.8,744.2,736.3,741.4,7.9,81.7,92.16,71.7,2.899,0.045742,6337358.24,6337358.24,86.57,43.28,173.14,3722.41,1.479,1.283,0.113,0.66,0.99961,lubrication_issues,1.29,1.57
5,2026-01-06 11:25:00,685,Cruise_Loiter,5167.1,782.74,0.0416,0.003152,0.001576,0.001576,0.00426,13.2,1.114,740.7,742.4,743.2,735.2,741.9,8.1,81.99,92.16,71.72,2.886,0.0457,6314866.93,6314866.93,86.12,43.06,172.24,3703.07,1.574,1.384,0.137,0.676,0.9996,lubrication_issues,0.29,11.13
5,2026-01-06 11:26:00,686,Cruise_Loiter,5208.8,782.74,0.04205,0.003186,0.001593,0.001593,0.0043,13.2,1.114,740.7,754.9,732.3,727.7,747.8,27.1,77.5,88.64,71.55,2.919,0.046047,6339221.64,6339221.64,86.81,43.41,173.63,3732.98,1.263,1.007,0.138,0.681,0.9996,lubrication_issues,-4.49,14.98
5,2026-01-06 11:27:00,687,Cruise_Loiter,5159.7,782.74,0.04168,0.003158,0.001579,0.001579,0.00426,13.2,1.114,740.7,737.9,734.8,743.9,746.1,11.3,81.56,92.14,71.55,2.899,0.04604,6295698.6,6295698.6,86.0,43.0,171.99,3697.81,1.525,1.312,0.135,0.71,0.9996,lubrication_issues,4.06,20.3
5,2026-01-06 11:28:00,688,Cruise_Loiter,5242.4,782.74,0.0424,0.003212,0.001606,0.001606,0.00433,13.2,1.114,740.7,739.6,739.9,743.2,740.0,3.6,84.25,95.93,71.62,2.926,0.045903,6374492.61,6374492.61,87.37,43.69,174.75,3757.05,1.478,1.254,0.131,0.71,0.9996,lubrication_issues,2.69,33.39
5,2026-01-06 11:29:00,689,Cruise_Loiter,5212.9,782.74,0.04203,0.003184,0.001592,0.001592,0.00429,13.2,1.114,740.7,735.7,747.1,738.2,741.7,11.5,82.04,93.12,71.62,2.914,0.0459,6348256.42,6348256.42,86.88,43.44,173.76,3735.89,1.396,1.143,0.146,0.729,0.9996,lubrication_issues,-2.21,34.39
5,2026-01-06 11:30:00,690,Cruise_Loiter,5178.1,782.74,0.04174,0.003162,0.001581,0.001581,0.00427,13.2,1.114,740.7,738.6,741.4,747.2,735.6,11.5,81.15,91.79,71.6,2.901,0.045937,6315879.46,6315879.46,86.3,43.15,172.6,3710.95,1.523,1.306,0.156,0.707,0.9996,lubrication_issues,-0.89,32.19
5,2026-01-06 11:31:00,691,Cruise_Loiter,5230.6,782.74,0.0422,0.003197,0.001598,0.001598,0.00431,13.2,1.114,740.7,744.2,744.7,733.2,740.6,11.5,82.62,93.4,71.63,2.92,0.045872,6365137.13,6365137.13,87.18,43.59,174.35,3748.61,1.58,1.39,0.124,0.675,0.9996,lubrication_issues,1.47,34.97
5,2026-01-06 11:32:00,692,Cruise_Loiter,5220.1,782.74,0.04214,0.003192,0.001596,0.001596,0.00431,13.2,1.114,740.7,738.3,752.8,726.9,744.8,25.9,83.64,94.88,71.69,2.911,0.045764,6359774.63,6359774.63,87.0,43.5,174.0,3741.09,1.337,1.112,0.144,0.674,0.9996,lubrication_issues,1.02,24.34
5,2026-01-06 11:33:00,693,Cruise_Loiter,5202.8,782.74,0.04176,0.003164,0.001582,0.001582,0.00427,13.2,1.114,740.7,733.0,742.7,742.8,744.2,11.2,86.32,95.79,71.89,2.885,0.045366,6359245.61,6359245.61,86.71,43.36,173.43,3728.65,1.483,1.256,0.141,0.711,0.9996,lubrication_issues,2.68,19.99
5,2026-01-06 11:34:00,694,Cruise_Loiter,5188.3,782.74,0.04176,0.003164,0.001582,0.001582,0.00427,13.2,1.114,740.7,733.0,747.9,745.9,735.8,14.9,86.87,97.79,72.05,2.864,0.045045,6358592.22,6358592.22,86.47,43.24,172.94,3718.25,1.427,1.216,0.134,0.678,0.99959,lubrication_issues,0.55,21.71
5,2026-01-06 11:35:00,695,Cruise_Loiter,5216.0,782.74,0.04195,0.003178,0.001589,0.001589,0.00429,13.2,1.114,740.7,735.2,740.6,749.6,737.4,14.3,86.21,96.95,72.19,2.863,0.044783,6393428.41,6393428.41,86.93,43.47,173.87,3738.12,1.295,1.052,0.141,0.672,0.99959,lubrication_issues,-0.66,16.38
5,2026-01-06 11:36:00,696,Cruise_Loiter,5199.2,782.74,0.04202,0.003183,0.001592,0.001592,0.00429,13.2,1.114,740.7,733.7,749.2,733.6,746.2,15.6,83.91,96.19,72.19,2.857,0.044792,6378108.38,6378108.38,86.65,43.33,173.31,3726.08,1.434,1.217,0.115,0.685,0.99959,lubrication_issues,-2.3,12.9
5,2026-01-06 11:37:00,697,Cruise_Loiter,5176.6,782.74,0.04172,0.00316,0.00158,0.00158,0.00426,13.2,1.114,740.7,737.2,738.3,738.2,749.0,11.8,85.42,96.31,72.28,2.84,0.044613,6364928.35,6364928.35,86.28,43.14,172.55,3709.89,1.359,1.124,0.153,0.688,0.99959,lubrication_issues,1.51,14.92
5,2026-01-06 11:38:00,698,Cruise_Loiter,5189.6,782.74,0.04181,0.003167,0.001584,0.001584,0.00427,13.2,1.114,740.7,746.4,736.8,745.2,734.3,12.1,84.91,95.97,72.34,2.839,0.044493,6381264.39,6381264.39,86.49,43.25,172.99,3719.23,1.57,1.37,0.136,0.689,0.99959,lubrication_issues,-0.51,14.71
5,2026-01-06 11:39:00,699,Cruise_Loiter,5219.5,782.74,0.04212,0.003191,0.001596,0.001596,0.0043,13.2,1.114,740.7,739.9,739.7,743.4,739.7,3.7,84.09,95.64,72.36,2.85,0.044466,6408983.81,6408983.81,86.99,43.5,173.98,3740.65,1.217,0.981,0.13,0.656,0.99959,lubrication_issues,-0.82,17.98
5,2026-01-06 11:40:00,700,Cruise_Loiter,5186.9,782.74,0.04182,0.003168,0.001584,0.001584,0.00427,13.2,1.114,740.7,741.0,737.6,742.9,741.1,5.3,82.39,93.49,72.32,2.84,0.044535,6377175.78,6377175.78,86.45,43.22,172.9,3717.25,1.296,1.026,0.143,0.709,0.99959,lubrication_issues,-1.7,16.2
5,2026-01-06 11:41:00,701,Cruise_Loiter,5197.1,782.74,0.04193,0.003177,0.001588,0.001588,0.00428,13.2,1.114,740.7,739.3,738.0,741.5,743.9,6.0,83.38,94.39,72.33,2.844,0.044524,6386741.32,6386741.32,86.62,43.31,173.24,3724.6,1.551,1.351,0.145,0.674,0.99959,lubrication_issues,0.99,16.07
5,2026-01-06 11:42:00,702,Cruise_Loiter,5250.4,782.74,0.0423,0.003204,0.001602,0.001602,0.00432,13.2,1.114,740.7,736.5,743.5,742.0,740.7,7.0,82.8,93.49,72.32,2.865,0.044536,6433801.76,6433801.76,87.51,43.75,175.01,3762.79,1.25,0.969,0.144,0.709,0.99959,lubrication_issues,-0.58,26.6
5,2026-01-06 11:43:00,703,Cruise_Loiter,5200.1,782.74,0.04196,0.003178,0.001589,0.001589,0.00429,13.2,1.114,740.7,747.5,735.0,740.5,739.7,12.5,82.22,93.31,72.28,2.849,0.044611,6385954.39,6385954.39,86.67,43.33,173.34,3726.71,1.498,1.294,0.12,0.691,0.99958,lubrication_issues,-0.58,25.09
5,2026-01-06 11:44:00,704,Cruise_Loiter,5221.9,782.74,0.04206,0.003186,0.001593,0.001593,0.0043,13.2,1.114,740.7,734.2,742.7,747.4,738.5,13.2,82.42,92.84,72.27,2.858,0.044629,6404738.57,6404738.57,87.03,43.52,174.06,3742.36,1.332,1.092,0.115,0.683,0.99958,lubrication_issues,0.2,25.32
5,2026-01-06 11:45:00,705,Cruise_Loiter,5242.4,782.74,0.0423,0.003204,0.001602,0.001602,0.00432,13.2,1.114,740.7,742.8,740.6,739.0,740.3,3.8,83.3,94.31,72.28,2.866,0.044617,6423459.57,6423459.57,87.37,43.69,174.75,3757.05,1.233,0.972,0.137,0.679,0.99958,lubrication_issues,0.88,24.09
5,2026-01-06 11:46:00,706,Cruise_Loiter,5211.5,782.74,0.042,0.003182,0.001591,0.001591,0.00429,13.2,1.114,740.7,741.5,736.7,744.6,740.0,7.9,82.38,93.16,72.26,2.856,0.044658,6394325.92,6394325.92,86.86,43.43,173.72,3734.93,1.458,1.248,0.113,0.692,0.99958,lubrication_issues,-0.92,20.97
5,2026-01-06 11:47:00,707,Cruise_Loiter,5199.0,782.74,0.04204,0.003185,0.001592,0.001592,0.00429,13.2,1.114,740.7,738.0,739.5,742.5,742.8,4.8,85.32,97.06,72.31,2.845,0.044545,6387578.67,6387578.67,86.65,43.32,173.3,3725.93,1.315,1.062,0.127,0.696,0.99958,lubrication_issues,2.94,17.95
5,2026-01-06 11:48:00,708,Cruise_Loiter,5222.2,782.74,0.04195,0.003178,0.001589,0.001589,0.00429,13.2,1.114,740.7,737.6,737.8,740.3,747.0,9.4,86.33,96.34,72.46,2.842,0.044271,6419106.28,6419106.28,87.04,43.52,174.07,3742.55,1.458,1.26,0.136,0.654,0.99958,lubrication_issues,1.01,15.98
5,2026-01-06 11:49:00,709,Cruise_Loiter,5202.6,782.74,0.04183,0.003169,0.001584,0.001584,0.00428,13.2,1.114,740.7,743.5,741.6,741.2,736.5,7.0,87.73,98.26,72.63,2.819,0.04395,6414473.56,6414473.56,86.71,43.35,173.42,3728.51,1.44,1.24,0.136,0.642,0.99958,lubrication_issues,1.4,17.49
5,2026-01-06 11:50:00,710,Cruise_Loiter,5241.9,782.74,0.04217,0.003195,0.001598,0.001598,0.00431,13.2,1.114,740.7,733.7,749.9,742.2,736.9,16.2,85.75,96.75,72.7,2.828,0.043815,6454994.49,6454994.49,87.36,43.68,174.73,3756.67,1.164,0.915,0.122,0.648,0.99958,lubrication_issues,-1.98,17.3
5,2026-01-06 11:51:00,711,Cruise_Loiter,5275.9,782.74,0.04257,0.003225,0.001612,0.001612,0.00435,13.2,1.114,740.7,736.8,739.5,743.5,742.9,6.8,83.91,95.52,72.68,2.843,0.043849,6483916.21,6483916.21,87.93,43.97,175.86,3781.03,1.231,0.946,0.152,0.695,0.99958,lubrication_issues,-1.84,31.65
5,2026-01-06 11:52:00,712,Cruise_Loiter,5163.1,782.74,0.04167,0.003157,0.001579,0.001579,0.00426,13.2,1.114,740.7,743.8,741.3,737.3,740.3,6.4,82.85,94.27,72.63,2.803,0.043943,6379583.01,6379583.01,86.05,43.03,172.1,3700.24,1.338,1.098,0.141,0.689,0.99957,lubrication_issues,-1.06,42.26
5,2026-01-06 11:53:00,713,Cruise_Loiter,5231.0,782.74,0.04213,0.003192,0.001596,0.001596,0.00431,13.2,1.114,740.7,744.1,738.7,741.0,739.0,5.4,82.98,93.49,72.62,2.831,0.043971,6438989.22,6438989.22,87.18,43.59,174.37,3748.89,1.578,1.388,0.143,0.658,0.99957,lubrication_issues,0.13,42.5
5,2026-01-06 11:54:00,714,Cruise_Loiter,5202.0,782.74,0.04197,0.003179,0.00159,0.00159,0.00429,13.2,1.114,740.7,749.8,739.4,733.5,740.1,16.3,83.06,94.14,72.59,2.822,0.044024,6411041.05,6411041.05,86.7,43.35,173.4,3728.13,1.204,0.935,0.145,0.685,0.99957,lubrication_issues,0.08,42.57
5,2026-01-06 11:55:00,715,Cruise_Loiter,5168.3,782.74,0.04165,0.003155,0.001578,0.001578,0.00426,13.2,1.114,740.7,738.2,731.9,746.9,745.7,15.0,84.96,95.7,72.64,2.804,0.043923,6384962.55,6384962.55,86.14,43.07,172.28,3703.92,1.2,0.931,0.137,0.673,0.99957,lubrication_issues,1.9,46.82
5,2026-01-06 11:56:00,716,Cruise_Loiter,5204.8,782.74,0.04196,0.003178,0.001589,0.001589,0.00429,13.2,1.114,740.7,739.9,738.4,742.5,741.8,4.1,82.2,93.36,72.58,2.824,0.044043,6412699.1,6412699.1,86.75,43.37,173.49,3730.08,1.28,1.055,0.142,0.64,0.99957,lubrication_issues,-2.76,28.13
5,2026-01-06 11:57:00,717,Cruise_Loiter,5196.7,782.74,0.04202,0.003184,0.001592,0.001592,0.00429,13.2,1.114,740.7,739.6,741.2,734.1,747.8,13.8,81.43,93.19,72.47,2.83,0.044242,6397544.65,6397544.65,86.61,43.31,173.22,3724.32,1.355,1.133,0.142,0.667,0.99957,lubrication_issues,-0.77,22.37
5,2026-01-06 11:58:00,718,Cruise_Loiter,5162.7,782.74,0.04164,0.003154,0.001577,0.001577,0.00426,13.2,1.114,740.7,739.3,733.4,746.6,743.4,13.2,81.96,92.67,72.43,2.821,0.044333,6363639.69,6363639.69,86.05,43.02,172.09,3699.97,1.317,1.099,0.129,0.656,0.99957,lubrication_issues,0.53,19.85
5,2026-01-06 11:59:00,719,Cruise_Loiter,5234.4,782.74,0.04239,0.003211,0.001606,0.001606,0.00433,13.2,1.114,740.7,743.6,734.2,735.7,749.2,15.0,83.44,95.63,72.39,2.853,0.044399,6424903.0,6424903.0,87.24,43.62,174.48,3751.29,1.586,1.379,0.144,0.7,0.99957,lubrication_issues,1.48,29.13
5,2026-01-06 12:00:00,720,Cruise_Loiter,5216.1,782.74,0.04194,0.003178,0.001589,0.001589,0.00429,13.2,1.114,740.7,739.5,741.7,739.8,741.7,2.2,83.44,93.5,72.42,2.843,0.044338,6411031.95,6411031.95,86.94,43.47,173.87,3738.23,1.405,1.193,0.137,0.658,0.99957,lubrication_issues,0.0,26.57
5,2026-01-06 12:01:00,721,Cruise_Loiter,5222.2,782.74,0.04203,0.003184,0.001592,0.001592,0.0043,13.2,1.114,740.7,747.2,735.6,744.8,735.1,12.1,84.66,95.03,72.49,2.839,0.044216,6421282.72,6421282.72,87.04,43.52,174.07,3742.54,1.338,1.103,0.132,0.671,0.99956,lubrication_issues,1.22,27.98
5,2026-01-06 12:02:00,722,Cruise_Loiter,5193.3,782.74,0.04193,0.003176,0.001588,0.001588,0.00428,13.2,1.114,740.7,744.3,742.8,734.3,741.3,10.0,81.7,93.32,72.4,2.835,0.044378,6389123.63,6389123.63,86.56,43.28,173.11,3721.88,1.357,1.124,0.133,0.694,0.99956,lubrication_issues,-2.96,28.31
5,2026-01-06 12:03:00,723,Cruise_Loiter,5227.2,782.74,0.04215,0.003193,0.001596,0.001596,0.00431,13.2,1.114,740.7,741.9,743.0,737.6,740.2,5.4,84.56,95.23,72.46,2.844,0.044276,6423404.35,6423404.35,87.12,43.56,174.24,3746.19,1.425,1.238,0.146,0.622,0.99956,lubrication_issues,2.86,15.68
5,2026-01-06 12:04:00,724,Cruise_Loiter,5263.4,782.74,0.04246,0.003216,0.001608,0.001608,0.00434,13.2,1.114,740.7,736.2,747.0,742.4,737.2,10.9,86.25,97.57,72.55,2.85,0.044101,6462648.71,6462648.71,87.72,43.86,175.45,3772.11,1.27,1.02,0.113,0.687,0.99956,lubrication_issues,1.69,25.35
5,2026-01-06 12:05:00,725,Cruise_Loiter,5255.4,782.74,0.04249,0.003219,0.00161,0.00161,0.00434,13.2,1.114,740.7,741.8,742.1,740.3,738.5,3.6,80.23,92.65,72.38,2.862,0.044418,6442847.07,6442847.07,87.59,43.79,175.18,3766.34,1.321,1.065,0.143,0.71,0.99956,lubrication_issues,-6.02,28.06
5,2026-01-06 12:06:00,726,Cruise_Loiter,5187.1,782.74,0.04199,0.003181,0.00159,0.00159,0.00429,13.2,1.114,740.7,741.6,738.9,744.0,738.3,5.6,80.53,92.27,72.26,2.846,0.044657,6372640.23,6372640.23,86.45,43.23,172.9,3717.45,1.374,1.132,0.14,0.704,0.99956,lubrication_issues,0.3,34.8
