mission_id,timestamp,elapsed_min,mission_phase,RPM,MAP_hPa,m_dot_a_kg_s,m_dot_f_kg_s,Q_fuel_L_s,AFR_actual,phi_equivalence_ratio,EGT_avg_C,EGT_cyl1_C,EGT_cyl2_C,EGT_cyl3_C,EGT_cyl4_C,Delta_EGT_cross_C,CHT_C,Delta_CHT_ambient_C,Oil_Temp_C,Oil_Pressure_bar,Oil_Viscosity_Pa_s,Ratio_Lube,Vib_f0_Hz,Vib_fcam_Hz,Vib_ffire_Hz,Vib_fgear_Hz,Health_Index,injected_fault_type,Rate_of_Rise_CHT_C_per_min,Delta_EGT_cross_roll3,P_oil_expected_bar,P_oil_residual_ratio,Health_Index_deficit,Physics_Rule_Active,Physics_Fault_Type,Physics_Diagnostic_Msg,AE_Recon_Error,AE_Anomaly_Alert,AE_Top_Sensor,Anomaly_Detected,Classified_Fault_Type
4,2026-01-05 06:07:00,367,Cruise_Loiter,5241.1,782.74,0.04323,0.003275,0.00446,13.2,1.114,740.7,739.7,741.1,738.8,743.1,4.3,82.57,88.32,74.74,5.116,0.040229,12717298.96,87.35,43.68,174.7,3756.13,1.0,none,1.43,8.3,5.116,1.0,0.0,False,none,,0.0002,False,Rate_of_Rise_CHT_C_per_min,False,none
4,2026-01-05 06:08:00,368,Cruise_Loiter,5249.7,782.74,0.04337,0.003286,0.00447,13.2,1.114,740.7,738.1,735.5,751.4,737.7,15.9,84.96,91.19,74.79,5.115,0.040155,12739055.49,87.5,43.75,174.99,3762.32,1.0,none,2.39,11.3,5.115,1.0,0.0,False,none,,0.00026,False,Rate_of_Rise_CHT_C_per_min,False,none
4,2026-01-05 06:09:00,369,Cruise_Loiter,5204.5,782.74,0.04296,0.003255,0.00443,13.2,1.114,740.7,741.4,740.6,739.6,741.1,1.8,85.55,91.53,74.86,5.074,0.040037,12672393.83,86.74,43.37,173.48,3729.89,1.0,none,0.59,7.33,5.074,1.0,0.0,False,none,,0.00034,False,Rate_of_Rise_CHT_C_per_min,False,none
4,2026-01-05 06:10:00,370,Cruise_Loiter,5193.4,782.74,0.04292,0.003252,0.00443,13.2,1.114,740.7,738.2,745.1,740.3,739.1,6.9,84.95,91.28,74.9,5.061,0.039982,12658609.75,86.56,43.28,173.11,3721.95,1.0,none,-0.6,8.2,5.061,1.0,0.0,False,none,,0.00037,False,Oil_Pressure_bar,False,none
4,2026-01-05 06:11:00,371,Cruise_Loiter,5160.9,782.74,0.04265,0.003231,0.0044,13.2,1.114,740.7,741.0,739.4,734.2,748.0,13.8,80.7,86.99,74.77,5.057,0.040183,12584074.35,86.02,43.01,172.03,3698.66,1.0,none,-4.25,7.5,5.057,1.0,0.0,False,none,,0.00082,False,Rate_of_Rise_CHT_C_per_min,False,none
4,2026-01-05 06:12:00,372,Cruise_Loiter,5279.2,782.74,0.04361,0.003304,0.0045,13.2,1.114,740.7,738.1,738.0,744.4,742.2,6.4,81.02,87.23,74.67,5.153,0.040349,12771624.47,87.99,43.99,175.97,3783.44,1.0,none,0.32,9.03,5.153,1.0,0.0,False,none,,0.00057,False,Oil_Pressure_bar,False,none
4,2026-01-05 06:13:00,373,Cruise_Loiter,5193.1,782.74,0.04278,0.003241,0.00442,13.2,1.114,740.7,743.6,735.5,750.7,733.0,17.6,79.96,85.36,74.56,5.11,0.040529,12607501.55,86.55,43.28,173.1,3721.76,1.0,none,-1.06,12.6,5.11,1.0,0.0,False,none,,0.00049,False,Oil_Pressure_bar,False,none
4,2026-01-05 06:14:00,374,Cruise_Loiter,5218.4,782.74,0.04309,0.003265,0.00445,13.2,1.114,740.7,741.9,736.6,742.4,741.8,5.7,81.02,87.12,74.48,5.14,0.040667,12638125.23,86.97,43.49,173.95,3739.83,1.0,none,1.06,9.9,5.14,1.0,0.0,False,none,,0.0003,False,phi_equivalence_ratio,False,none
4,2026-01-05 06:15:00,375,Cruise_Loiter,5198.9,782.74,0.04284,0.003245,0.00442,13.2,1.114,740.7,749.3,736.0,740.6,736.9,13.3,85.45,90.93,74.58,5.111,0.040495,12620386.79,86.65,43.32,173.3,3725.85,1.0,none,4.43,12.2,5.111,1.0,0.0,False,none,,0.00026,False,Oil_Pressure_bar,False,none
4,2026-01-05 06:16:00,376,Cruise_Loiter,5212.6,782.74,0.04308,0.003263,0.00444,13.2,1.114,740.7,743.6,742.5,739.7,737.0,6.7,83.07,89.39,74.57,5.123,0.040522,12641461.01,86.88,43.44,173.75,3735.68,1.0,none,-2.38,8.57,5.123,1.0,0.0,False,none,,0.00052,False,P_oil_residual_ratio,False,none
4,2026-01-05 06:17:00,377,Cruise_Loiter,5164.3,782.74,0.04263,0.003229,0.0044,13.2,1.114,740.7,737.1,743.4,744.7,737.6,7.5,81.56,87.53,74.51,5.098,0.040621,12549580.09,86.07,43.04,172.14,3701.08,1.0,none,-1.51,9.17,5.098,1.0,0.0,False,none,,0.00046,False,P_oil_residual_ratio,False,none
4,2026-01-05 06:18:00,378,Cruise_Loiter,5185.0,782.74,0.04275,0.003238,0.00441,13.2,1.114,740.7,741.9,733.9,747.9,739.1,13.9,83.37,89.01,74.53,5.109,0.040587,12588193.4,86.42,43.21,172.83,3715.92,1.0,none,1.81,9.37,5.109,1.0,0.0,False,none,,0.00031,False,Oil_Pressure_bar,False,none
4,2026-01-05 06:19:00,379,Cruise_Loiter,5202.6,782.74,0.04294,0.003253,0.00443,13.2,1.114,740.7,740.7,737.0,745.1,739.9,8.1,85.68,91.61,74.62,5.107,0.040429,12632883.75,86.71,43.36,173.42,3728.56,1.0,none,2.31,9.83,5.107,1.0,0.0,False,none,,0.00026,False,Rate_of_Rise_CHT_C_per_min,False,none
4,2026-01-05 06:20:00,380,Cruise_Loiter,5169.9,782.74,0.0426,0.003228,0.0044,13.2,1.114,740.7,746.3,732.3,743.5,740.6,14.0,87.11,92.63,74.78,5.062,0.040175,12600219.54,86.17,43.08,172.33,3705.1,1.0,none,1.43,12.0,5.062,1.0,0.0,False,none,,0.00036,False,Oil_Pressure_bar,False,none
4,2026-01-05 06:21:00,381,Cruise_Loiter,5186.5,782.74,0.04271,0.003236,0.00441,13.2,1.114,740.7,739.4,745.7,741.8,735.8,9.9,85.56,90.88,74.87,5.06,0.040024,12642860.58,86.44,43.22,172.88,3717.02,1.0,none,-1.55,10.67,5.06,1.0,0.0,False,none,,0.00043,False,Oil_Pressure_bar,False,none
4,2026-01-05 06:22:00,382,Cruise_Loiter,5232.5,782.74,0.04312,0.003267,0.00445,13.2,1.114,740.7,746.2,734.7,746.7,735.2,12.0,86.03,91.55,74.97,5.077,0.039864,12736621.99,87.21,43.6,174.42,3749.95,1.0,none,0.47,11.97,5.077,1.0,0.0,False,none,,0.00029,False,Rate_of_Rise_CHT_C_per_min,False,none
4,2026-01-05 06:23:00,383,Cruise_Loiter,5184.1,782.74,0.04279,0.003242,0.00441,13.2,1.114,740.7,744.5,741.8,737.1,739.4,7.4,80.96,86.93,74.86,5.06,0.040041,12636995.63,86.4,43.2,172.8,3715.25,1.0,none,-5.07,9.77,5.06,1.0,0.0,False,none,,0.0004,False,phi_equivalence_ratio,False,none
4,2026-01-05 06:24:00,384,Cruise_Loiter,5237.6,782.74,0.04328,0.003279,0.00446,13.2,1.114,740.7,744.2,742.3,733.5,742.7,10.6,84.15,90.43,74.87,5.096,0.040031,12729808.86,87.29,43.65,174.59,3753.63,1.0,none,3.19,10.0,5.096,1.0,0.0,False,none,,0.00021,False,Rate_of_Rise_CHT_C_per_min,False,none
4,2026-01-05 06:25:00,385,Cruise_Loiter,5207.6,782.74,0.04292,0.003252,0.00443,13.2,1.114,740.7,746.1,727.3,739.5,749.9,22.6,84.11,89.69,74.89,5.072,0.039989,12682290.4,86.79,43.4,173.59,3732.14,1.0,none,-0.04,13.53,5.071,1.0002,0.0,False,none,,0.00357,False,Vib_ffire_Hz,False,none
4,2026-01-05 06:26:00,386,Cruise_Loiter,5193.4,782.74,0.04291,0.003251,0.00443,13.2,1.114,740.7,735.8,742.4,747.1,737.5,11.3,87.87,94.14,75.03,5.041,0.039759,12679600.17,86.56,43.28,173.11,3721.95,1.0,none,3.76,14.83,5.041,1.0,0.0,False,none,,0.00026,False,Oil_Pressure_bar,False,none
4,2026-01-05 06:27:00,387,Cruise_Loiter,5219.2,782.74,0.04287,0.003248,0.00443,13.2,1.114,740.7,743.7,735.7,741.5,741.9,8.0,87.17,91.78,75.19,5.036,0.039508,12747802.53,86.99,43.49,173.97,3740.41,1.0,none,-0.7,13.97,5.036,1.0,0.0,False,none,,0.00054,False,Rate_of_Rise_CHT_C_per_min,False,none
4,2026-01-05 06:28:00,388,Cruise_Loiter,5145.4,782.74,0.04248,0.003218,0.00438,13.2,1.114,740.7,750.5,742.9,734.8,734.6,15.9,84.64,90.69,75.2,4.985,0.039492,12622781.35,85.76,42.88,171.51,3687.56,1.0,none,-2.53,11.73,4.985,1.0,0.0,False,none,,0.00028,False,P_oil_residual_ratio,False,none
4,2026-01-05 06:29:00,389,Cruise_Loiter,5181.6,782.74,0.0428,0.003242,0.00441,13.2,1.114,740.7,743.2,731.3,740.0,748.3,17.0,87.62,93.79,75.31,4.993,0.039309,12702439.26,86.36,43.18,172.72,3713.45,1.0,none,2.98,13.63,4.993,1.0,0.0,False,none,,0.00017,False,Delta_EGT_cross_roll3,False,none
4,2026-01-05 06:30:00,390,Cruise_Loiter,5236.6,782.74,0.04329,0.00328,0.00446,13.2,1.114,740.7,747.5,734.1,748.6,732.5,16.1,86.24,92.66,75.36,5.023,0.039231,12804476.88,87.28,43.64,174.55,3752.93,1.0,none,-1.38,16.33,5.023,1.0,0.0,False,none,,0.00011,False,m_dot_f_kg_s,False,none
4,2026-01-05 06:31:00,391,Cruise_Loiter,5158.3,782.74,0.04257,0.003225,0.00439,13.2,1.114,740.7,747.5,738.2,740.4,736.7,10.8,85.35,91.29,75.39,4.967,0.039188,12674386.56,85.97,42.99,171.94,3696.79,1.0,none,-0.89,14.63,4.967,1.0,0.0,False,none,,0.0002,False,Rate_of_Rise_CHT_C_per_min,False,none
4,2026-01-05 06:32:00,392,Cruise_Loiter,5235.8,782.74,0.04339,0.003287,0.00447,13.2,1.114,740.7,742.1,742.6,742.6,735.4,7.3,84.62,91.71,75.35,5.024,0.039245,12801754.54,87.26,43.63,174.53,3752.34,1.0,none,-0.73,11.4,5.024,1.0,0.0,False,none,,0.0001,False,Delta_CHT_ambient_C,False,none
4,2026-01-05 06:33:00,393,Cruise_Loiter,5211.7,782.74,0.04304,0.003261,0.00444,13.2,1.114,740.7,741.1,729.8,749.3,742.6,19.5,86.6,92.73,75.42,4.998,0.039137,12770975.44,86.86,43.43,173.72,3735.08,1.0,none,1.98,12.53,4.998,1.0,0.0,False,none,,0.00017,False,P_oil_residual_ratio,False,none
4,2026-01-05 06:34:00,394,Cruise_Loiter,5163.6,782.74,0.04246,0.003217,0.00439,13.2,1.114,740.7,742.1,738.5,739.7,742.3,3.8,85.23,90.16,75.47,4.959,0.039059,12696047.89,86.06,43.03,172.12,3700.58,1.0,none,-1.37,10.2,4.959,1.0,0.0,False,none,,0.0004,False,P_oil_residual_ratio,False,none
4,2026-01-05 06:35:00,395,Cruise_Loiter,5220.5,782.74,0.04309,0.003264,0.00445,13.2,1.114,740.7,740.7,747.2,745.1,729.7,17.5,88.21,94.18,75.59,4.98,0.038864,12812856.69,87.01,43.5,174.02,3741.34,1.0,none,2.98,13.6,4.98,1.0,0.0,False,none,,0.00027,False,P_oil_residual_ratio,False,none
4,2026-01-05 06:36:00,396,Cruise_Loiter,5245.9,782.74,0.04336,0.003285,0.00447,13.2,1.114,740.7,733.6,747.8,732.9,748.5,15.6,87.04,93.4,75.65,4.988,0.038768,12866012.27,87.43,43.72,174.86,3759.56,1.0,none,-1.17,12.3,4.988,1.0,0.0,False,none,,0.00018,False,Oil_Temp_C,False,none
4,2026-01-05 06:37:00,397,Cruise_Loiter,5199.0,782.74,0.04298,0.003256,0.00443,13.2,1.114,740.7,743.0,737.4,744.9,737.4,7.6,83.75,90.15,75.59,4.966,0.03887,12775432.98,86.65,43.32,173.3,3725.93,1.0,none,-3.29,13.57,4.966,1.0,0.0,False,none,,0.00021,False,Rate_of_Rise_CHT_C_per_min,False,none
4,2026-01-05 06:38:00,398,Cruise_Loiter,5182.6,782.74,0.0429,0.00325,0.00442,13.2,1.114,740.7,737.1,740.2,741.0,744.4,7.3,83.26,90.04,75.5,4.967,0.039011,12733349.68,86.38,43.19,172.75,3714.19,1.0,none,-0.49,10.17,4.967,1.0,0.0,False,none,,0.0002,False,P_oil_residual_ratio,False,none
4,2026-01-05 06:39:00,399,Cruise_Loiter,5218.4,782.74,0.0431,0.003265,0.00445,13.2,1.114,740.7,742.9,735.0,741.6,743.2,8.3,84.28,90.45,75.47,4.995,0.039056,12790434.77,86.97,43.49,173.95,3739.87,1.0,none,1.02,7.73,4.995,1.0,0.0,False,none,,0.00013,False,Delta_EGT_cross_roll3,False,none
4,2026-01-05 06:40:00,400,Cruise_Loiter,5148.7,782.74,0.04259,0.003226,0.00439,13.2,1.114,740.7,754.1,738.7,740.3,729.7,24.3,81.9,88.48,75.35,4.966,0.039255,12651276.78,85.81,42.91,171.62,3689.87,1.0,none,-2.38,13.3,4.966,1.0,0.0,False,none,,0.00034,False,Rate_of_Rise_CHT_C_per_min,False,none
4,2026-01-05 06:41:00,401,Cruise_Loiter,5211.6,782.74,0.04295,0.003254,0.00443,13.2,1.114,740.7,746.9,731.6,736.9,747.3,15.6,85.8,91.36,75.4,5.001,0.039166,12767950.35,86.86,43.43,173.72,3734.99,1.0,none,3.9,16.07,5.001,1.0,0.0,False,none,,0.00026,False,Oil_Pressure_bar,False,none
4,2026-01-05 06:42:00,402,Cruise_Loiter,5209.9,782.74,0.04321,0.003274,0.00445,13.2,1.114,740.7,739.7,737.9,740.1,745.0,7.1,86.83,94.17,75.44,4.994,0.039107,12770795.61,86.83,43.42,173.66,3733.78,1.0,none,1.03,15.67,4.994,1.0,0.0,False,none,,0.00019,False,Delta_EGT_cross_roll3,False,none
4,2026-01-05 06:43:00,403,Cruise_Loiter,5192.7,782.74,0.04285,0.003246,0.00442,13.2,1.114,740.7,743.3,735.2,735.0,749.3,14.3,84.27,90.15,75.42,4.985,0.039132,12738861.46,86.55,43.27,173.09,3721.46,1.0,none,-2.56,12.33,4.985,1.0,0.0,False,none,,0.0001,False,Rate_of_Rise_CHT_C_per_min,False,none
4,2026-01-05 06:44:00,404,Cruise_Loiter,5147.4,782.74,0.04238,0.003211,0.00438,13.2,1.114,740.7,738.4,744.9,738.0,741.4,7.0,85.03,90.3,75.45,4.95,0.039082,12665913.75,85.79,42.89,171.58,3688.93,1.0,none,0.76,9.47,4.95,1.0,0.0,False,none,,0.00023,False,P_oil_residual_ratio,False,none
4,2026-01-05 06:45:00,405,Cruise_Loiter,5232.6,782.74,0.04333,0.003283,0.00447,13.2,1.114,740.7,737.0,743.0,743.3,739.5,6.3,84.68,91.58,75.42,5.012,0.039134,12807066.21,87.21,43.6,174.42,3750.02,1.0,none,-0.35,9.2,5.012,1.0,0.0,False,none,,0.0001,False,P_oil_residual_ratio,False,none
4,2026-01-05 06:46:00,406,Cruise_Loiter,5175.2,782.74,0.04272,0.003237,0.00441,13.2,1.114,740.7,739.7,736.1,749.3,737.6,13.2,82.23,88.24,75.33,4.987,0.039282,12694121.78,86.25,43.13,172.51,3708.88,1.0,none,-2.45,8.83,4.987,1.0,0.0,False,none,,0.00032,False,P_oil_residual_ratio,False,none
4,2026-01-05 06:47:00,407,Cruise_Loiter,5197.1,782.74,0.04281,0.003243,0.00442,13.2,1.114,740.7,741.5,741.1,739.8,740.3,1.7,83.11,88.52,75.29,5.007,0.039341,12726017.6,86.62,43.31,173.24,3724.58,1.0,none,0.88,7.07,5.007,1.0,0.0,False,none,,0.00023,False,Delta_EGT_cross_roll3,False,none
4,2026-01-05 06:48:00,408,Cruise_Loiter,5145.4,782.74,0.04252,0.003221,0.00439,13.2,1.114,740.7,738.0,736.1,752.7,735.9,16.7,85.16,91.47,75.31,4.97,0.039319,12639482.1,85.76,42.88,171.51,3687.52,1.0,none,2.05,10.53,4.97,1.0,0.0,False,none,,0.00022,False,P_oil_residual_ratio,False,none
4,2026-01-05 06:49:00,409,Cruise_Loiter,5202.8,782.74,0.04309,0.003264,0.00444,13.2,1.114,740.7,746.7,745.8,747.0,723.2,23.9,87.67,94.6,75.39,4.996,0.039181,12751354.66,86.71,43.36,173.43,3728.69,1.0,none,2.51,14.1,4.996,1.0,0.0,False,none,,0.00015,False,P_oil_residual_ratio,False,none
4,2026-01-05 06:50:00,410,Cruise_Loiter,5211.2,782.74,0.04301,0.003258,0.00444,13.2,1.114,740.7,730.5,741.4,751.6,739.2,21.1,86.86,92.8,75.47,4.99,0.039054,12778266.88,86.85,43.43,173.71,3734.72,1.0,none,-0.81,20.57,4.99,1.0,0.0,False,none,,0.00036,False,P_oil_residual_ratio,False,none
4,2026-01-05 06:51:00,411,Cruise_Loiter,5200.4,782.74,0.04299,0.003257,0.00443,13.2,1.114,740.7,742.2,739.5,739.1,741.9,3.2,86.09,92.51,75.51,4.979,0.039003,12764756.46,86.67,43.34,173.35,3726.96,1.0,none,-0.77,16.07,4.979,1.0,0.0,False,none,,0.00016,False,Delta_CHT_ambient_C,False,none
4,2026-01-05 06:52:00,412,Cruise_Loiter,5178.7,782.74,0.04285,0.003247,0.00442,13.2,1.114,740.7,746.8,741.4,736.7,737.8,10.1,84.57,91.26,75.47,4.969,0.039055,12722345.28,86.31,43.16,172.62,3711.41,1.0,none,-1.52,11.47,4.969,1.0,0.0,False,none,,0.00016,False,Delta_CHT_ambient_C,False,none
4,2026-01-05 06:53:00,413,Cruise_Loiter,5196.2,782.74,0.04292,0.003252,0.00443,13.2,1.114,740.7,738.8,738.7,746.8,738.4,8.4,82.42,88.62,75.38,4.994,0.039207,12737498.97,86.6,43.3,173.21,3723.94,1.0,none,-2.15,7.23,4.994,1.0,0.0,False,none,,0.00033,False,P_oil_residual_ratio,False,none
4,2026-01-05 06:54:00,414,Cruise_Loiter,5161.9,782.74,0.0428,0.003242,0.00441,13.2,1.114,740.7,742.4,737.2,733.3,749.8,16.4,83.29,90.53,75.29,4.983,0.039347,12665037.23,86.03,43.02,172.06,3699.36,1.0,none,0.87,11.63,4.983,1.0,0.0,False,none,,0.00028,False,P_oil_residual_ratio,False,none
4,2026-01-05 06:55:00,415,Cruise_Loiter,5223.1,782.74,0.04326,0.003277,0.00446,13.2,1.114,740.7,738.5,747.9,738.9,737.4,10.5,85.24,92.16,75.29,5.025,0.03935,12769702.75,87.05,43.53,174.1,3743.19,1.0,none,1.95,11.77,5.025,1.0,0.0,False,none,,0.0002,False,Delta_EGT_cross_roll3,False,none
4,2026-01-05 06:56:00,416,Cruise_Loiter,5164.4,782.74,0.04265,0.003231,0.0044,13.2,1.114,740.7,738.4,733.6,746.9,743.9,13.3,85.14,91.28,75.31,4.983,0.03932,12672019.8,86.07,43.04,172.15,3701.18,1.0,none,-0.1,13.4,4.983,1.0,0.0,False,none,,0.0002,False,Rate_of_Rise_CHT_C_per_min,False,none
4,2026-01-05 06:57:00,417,Cruise_Loiter,5185.4,782.74,0.04292,0.003252,0.00442,13.2,1.114,740.7,746.5,739.6,747.4,729.3,18.1,85.01,91.78,75.3,4.998,0.03933,12707046.75,86.42,43.21,172.85,3716.22,1.0,none,-0.13,13.97,4.998,1.0,0.0,False,none,,0.0002,False,Rate_of_Rise_CHT_C_per_min,False,none
4,2026-01-05 06:58:00,418,Cruise_Loiter,5172.6,782.74,0.04264,0.00323,0.0044,13.2,1.114,740.7,741.0,743.6,743.0,735.1,8.5,88.71,94.33,75.46,4.966,0.039069,12710439.62,86.21,43.1,172.42,3707.0,1.0,none,3.7,13.3,4.966,1.0,0.0,False,none,,0.00023,False,Delta_EGT_cross_roll3,False,none
4,2026-01-05 06:59:00,419,Cruise_Loiter,5208.4,782.74,0.04312,0.003267,0.00445,13.2,1.114,740.7,737.4,737.4,739.6,748.3,11.0,85.45,92.29,75.46,4.99,0.039074,12771397.22,86.81,43.4,173.61,3732.66,1.0,none,-3.26,12.53,4.99,1.0,0.0,False,none,,0.00017,False,Rate_of_Rise_CHT_C_per_min,False,none
4,2026-01-05 07:00:00,420,Cruise_Loiter,5156.7,782.74,0.04263,0.003229,0.0044,13.2,1.114,740.7,735.7,738.2,747.8,741.0,12.1,84.73,91.12,75.44,4.958,0.039099,12680403.67,85.95,42.97,171.89,3695.66,1.0,none,-0.72,10.53,4.958,1.0,0.0,False,none,,0.0002,False,P_oil_residual_ratio,False,none
4,2026-01-05 07:01:00,421,Cruise_Loiter,5204.4,782.74,0.04294,0.003253,0.00443,13.2,1.114,740.7,744.8,743.8,737.5,736.7,8.1,85.41,91.27,75.47,4.986,0.039057,12766172.29,86.74,43.37,173.48,3729.79,1.0,none,0.68,10.4,4.986,1.0,0.0,False,none,,0.0001,False,Delta_EGT_cross_roll3,False,none
4,2026-01-05 07:02:00,422,Cruise_Loiter,5250.0,782.74,0.04336,0.003284,0.00447,13.2,1.114,740.7,737.8,740.0,738.8,746.1,8.3,87.25,93.36,75.56,5.005,0.038924,12857645.35,87.5,43.75,175.0,3762.53,1.0,none,1.84,9.5,5.005,1.0,0.0,False,none,,0.0001,False,P_oil_residual_ratio,False,none
4,2026-01-05 07:03:00,423,Cruise_Loiter,5238.8,782.74,0.04335,0.003284,0.00447,13.2,1.114,740.7,728.8,746.4,745.8,741.8,17.6,87.43,94.09,75.62,4.988,0.038816,12849152.23,87.31,43.66,174.63,3754.5,1.0,none,0.18,11.33,4.988,1.0,0.0,False,none,,0.00015,False,P_oil_residual_ratio,False,none
4,2026-01-05 07:04:00,424,Cruise_Loiter,5171.0,782.74,0.04267,0.003233,0.0044,13.2,1.114,740.7,745.8,738.4,742.6,736.0,9.8,85.62,91.52,75.64,4.939,0.038784,12735946.38,86.18,43.09,172.37,3705.85,1.0,none,-1.81,11.9,4.94,0.9998,0.0,False,none,,0.00634,False,Rate_of_Rise_CHT_C_per_min,False,none
4,2026-01-05 07:05:00,425,Cruise_Loiter,5206.7,782.74,0.04307,0.003263,0.00444,13.2,1.114,740.7,741.3,737.7,743.7,740.1,6.0,86.3,92.86,75.67,4.96,0.038745,12801186.69,86.78,43.39,173.56,3731.5,1.0,none,0.68,11.13,4.96,1.0,0.0,False,none,,0.0001,False,Delta_CHT_ambient_C,False,none
4,2026-01-05 07:06:00,426,Cruise_Loiter,5189.0,782.74,0.04272,0.003236,0.00441,13.2,1.114,740.7,739.4,744.3,738.1,741.0,6.1,85.98,91.23,75.72,4.941,0.038667,12778587.86,86.48,43.24,172.97,3718.77,1.0,none,-0.32,7.3,4.941,1.0,0.0,False,none,,0.00028,False,Delta_EGT_cross_roll3,False,none
4,2026-01-05 07:07:00,427,Cruise_Loiter,5181.4,782.74,0.04308,0.003264,0.00444,13.2,1.114,740.7,740.1,748.2,736.0,738.5,12.2,84.84,92.86,75.64,4.947,0.038788,12753385.38,86.36,43.18,172.71,3713.31,1.0,none,-1.14,8.1,4.947,1.0,0.0,False,none,,0.0002,False,Delta_CHT_ambient_C,False,none
4,2026-01-05 07:08:00,428,Cruise_Loiter,5193.0,782.74,0.04283,0.003245,0.00442,13.2,1.114,740.7,739.9,743.1,738.8,740.9,4.3,84.78,90.52,75.64,4.955,0.038798,12772416.22,86.55,43.28,173.1,3721.68,1.0,none,-0.06,7.53,4.955,1.0,0.0,False,none,,0.00022,False,Delta_EGT_cross_roll3,False,none
4,2026-01-05 07:09:00,429,Cruise_Loiter,5194.8,782.74,0.04294,0.003253,0.00443,13.2,1.114,740.7,742.0,744.4,735.3,741.1,9.1,83.79,90.17,75.57,4.965,0.038894,12765910.11,86.58,43.29,173.16,3722.97,1.0,none,-0.99,8.53,4.965,1.0,0.0,False,none,,0.00018,False,P_oil_residual_ratio,False,none
4,2026-01-05 07:10:00,430,Cruise_Loiter,5253.1,782.74,0.04338,0.003286,0.00447,13.2,1.114,740.7,743.6,740.3,736.3,742.6,7.3,83.31,89.42,75.51,5.014,0.039,12855431.92,87.55,43.78,175.1,3764.72,1.0,none,-0.48,6.9,5.014,1.0,0.0,False,none,,0.00016,False,phi_equivalence_ratio,False,none
4,2026-01-05 07:11:00,431,Cruise_Loiter,5230.1,782.74,0.04321,0.003273,0.00446,13.2,1.114,740.7,738.5,746.1,736.3,741.8,9.8,83.35,89.56,75.44,5.007,0.039101,12806090.84,87.17,43.58,174.34,3748.25,1.0,none,0.04,8.73,5.007,1.0,0.0,False,none,,0.00011,False,P_oil_residual_ratio,False,none
4,2026-01-05 07:12:00,432,Cruise_Loiter,5221.9,782.74,0.04306,0.003262,0.00444,13.2,1.114,740.7,741.6,737.6,743.5,740.1,5.9,84.48,90.15,75.44,5.002,0.039104,12791668.62,87.03,43.52,174.06,3742.35,1.0,none,1.13,7.67,5.002,1.0,0.0,False,none,,0.00014,False,Rate_of_Rise_CHT_C_per_min,False,none
4,2026-01-05 07:13:00,433,Cruise_Loiter,5192.5,782.74,0.0429,0.00325,0.00442,13.2,1.114,740.7,729.2,751.7,739.6,742.2,22.5,84.58,90.84,75.43,4.985,0.039129,12738792.35,86.54,43.27,173.08,3721.29,1.0,none,0.1,12.73,4.985,1.0,0.0,False,none,,0.0002,False,Rate_of_Rise_CHT_C_per_min,False,none
4,2026-01-05 07:14:00,434,Cruise_Loiter,5172.4,782.74,0.04267,0.003232,0.0044,13.2,1.114,740.7,737.7,741.7,740.2,743.2,5.5,85.8,91.61,75.47,4.965,0.039061,12711020.87,86.21,43.1,172.41,3706.89,1.0,none,1.22,11.3,4.965,1.0,0.0,False,none,,0.00012,False,P_oil_residual_ratio,False,none
4,2026-01-05 07:15:00,435,Cruise_Loiter,5176.1,782.74,0.04263,0.003229,0.0044,13.2,1.114,740.7,744.4,738.4,735.2,744.7,9.5,84.55,89.89,75.48,4.966,0.039047,12718736.32,86.27,43.13,172.54,3709.54,1.0,none,-1.25,12.5,4.966,1.0,0.0,False,none,,0.00013,False,Rate_of_Rise_CHT_C_per_min,False,none
4,2026-01-05 07:16:00,436,Cruise_Loiter,5222.2,782.74,0.04302,0.003259,0.00444,13.2,1.114,740.7,745.1,740.5,742.8,734.4,10.7,82.38,87.8,75.4,5.008,0.039164,12786343.48,87.04,43.52,174.07,3742.59,1.0,none,-2.17,8.57,5.008,1.0,0.0,False,none,,0.00024,False,P_oil_residual_ratio,False,none
4,2026-01-05 07:17:00,437,Cruise_Loiter,5241.0,782.74,0.04338,0.003287,0.00447,13.2,1.114,740.7,731.2,750.0,742.8,738.7,18.8,83.37,90.16,75.33,5.031,0.039281,12807149.66,87.35,43.68,174.7,3756.06,1.0,none,0.99,13.0,5.031,1.0,0.0,False,none,,0.00035,False,Rate_of_Rise_CHT_C_per_min,False,none
4,2026-01-05 07:18:00,438,Cruise_Loiter,5263.3,782.74,0.0434,0.003288,0.00448,13.2,1.114,740.7,738.5,743.1,736.3,744.8,8.5,84.87,90.53,75.35,5.043,0.039249,12848426.71,87.72,43.86,175.44,3772.0,1.0,none,1.5,12.67,5.043,1.0,0.0,False,none,,0.00033,False,Rate_of_Rise_CHT_C_per_min,False,none
4,2026-01-05 07:19:00,439,Cruise_Loiter,5250.7,782.74,0.04328,0.003279,0.00447,13.2,1.114,740.7,738.6,742.4,741.9,739.9,3.8,85.74,91.34,75.4,5.027,0.039165,12834981.62,87.51,43.76,175.02,3762.98,1.0,none,0.87,10.37,5.027,1.0,0.0,False,none,,0.00014,False,P_oil_residual_ratio,False,none
