mission_id,mission_type,weather_profile,timestamp,elapsed_min,mission_phase,altitude_ft,OAT_C,pressure_hPa,air_density_kg_m3,relative_humidity_pct,wind_speed_kt,wind_relative_angle_deg
4,Communication_Relay,Standard_Day,2026-01-05 03:41:00,221,Cruise_Loiter,9847.0,-3.98,699.65,0.905,24.7,18.9,25.2
4,Communication_Relay,Standard_Day,2026-01-05 03:42:00,222,Cruise_Loiter,9795.6,-5.2,701.23,0.9112,24.0,17.7,261.3
4,Communication_Relay,Standard_Day,2026-01-05 03:43:00,223,Cruise_Loiter,9797.1,-4.62,701.3,0.9093,23.4,18.1,322.4
4,Communication_Relay,Standard_Day,2026-01-05 03:44:00,224,Cruise_Loiter,9782.8,-5.4,703.35,0.9147,22.7,14.4,115.4
4,Communication_Relay,Standard_Day,2026-01-05 03:45:00,225,Cruise_Loiter,9788.2,-4.61,702.55,0.9109,22.6,17.5,71.7
4,Communication_Relay,Standard_Day,2026-01-05 03:46:00,226,Cruise_Loiter,9795.1,-4.04,703.54,0.9102,23.6,13.9,64.3
4,Communication_Relay,Standard_Day,2026-01-05 03:47:00,227,Cruise_Loiter,9783.9,-4.91,702.33,0.9117,21.4,13.9,89.8
4,Communication_Relay,Standard_Day,2026-01-05 03:48:00,228,Cruise_Loiter,9802.6,-3.62,700.79,0.9053,19.7,12.7,64.8
4,Communication_Relay,Standard_Day,2026-01-05 03:49:00,229,Cruise_Loiter,9866.3,-4.39,698.92,0.9055,19.3,18.6,272.7
4,Communication_Relay,Standard_Day,2026-01-05 03:50:00,230,Cruise_Loiter,9884.0,-3.76,699.58,0.9043,19.5,17.2,221.4
4,Communication_Relay,Standard_Day,2026-01-05 03:51:00,231,Cruise_Loiter,9862.5,-3.83,701.07,0.9064,19.6,19.0,221.3
4,Communication_Relay,Standard_Day,2026-01-05 03:52:00,232,Cruise_Loiter,9867.9,-3.67,701.81,0.9068,18.9,15.1,273.8
4,Communication_Relay,Standard_Day,2026-01-05 03:53:00,233,Cruise_Loiter,9882.2,-4.89,700.14,0.9088,18.9,18.4,67.0
4,Communication_Relay,Standard_Day,2026-01-05 03:54:00,234,Cruise_Loiter,9868.2,-2.92,700.29,0.9023,19.3,16.6,348.9
4,Communication_Relay,Standard_Day,2026-01-05 03:55:00,235,Cruise_Loiter,9832.9,-4.62,700.98,0.909,19.0,16.6,233.3
4,Communication_Relay,Standard_Day,2026-01-05 03:56:00,236,Cruise_Loiter,9820.6,-4.97,702.67,0.9123,21.1,18.7,240.8
4,Communication_Relay,Standard_Day,2026-01-05 03:57:00,237,Cruise_Loiter,9844.7,-4.6,701.76,0.9099,20.3,14.6,96.7
4,Communication_Relay,Standard_Day,2026-01-05 03:58:00,238,Cruise_Loiter,9888.1,-5.06,700.09,0.9093,21.2,14.7,36.2
4,Communication_Relay,Standard_Day,2026-01-05 03:59:00,239,Cruise_Loiter,9861.0,-5.48,699.55,0.91,22.0,17.1,162.8
4,Communication_Relay,Standard_Day,2026-01-05 04:00:00,240,Cruise_Loiter,9882.7,-4.42,699.78,0.9067,20.6,16.7,327.2
4,Communication_Relay,Standard_Day,2026-01-05 04:01:00,241,Cruise_Loiter,9871.4,-4.21,698.96,0.9049,20.9,16.2,83.4
4,Communication_Relay,Standard_Day,2026-01-05 04:02:00,242,Cruise_Loiter,9917.3,-5.09,697.88,0.9065,21.3,18.9,356.5
4,Communication_Relay,Standard_Day,2026-01-05 04:03:00,243,Cruise_Loiter,9921.1,-3.65,698.77,0.9028,21.4,16.0,145.4
4,Communication_Relay,Standard_Day,2026-01-05 04:04:00,244,Cruise_Loiter,9897.2,-4.44,699.72,0.9067,21.1,15.8,301.8
4,Communication_Relay,Standard_Day,2026-01-05 04:05:00,245,Cruise_Loiter,9927.2,-4.76,699.31,0.9073,20.3,17.5,345.3
4,Communication_Relay,Standard_Day,2026-01-05 04:06:00,246,Cruise_Loiter,9950.6,-4.17,697.67,0.9031,19.7,16.3,180.8
4,Communication_Relay,Standard_Day,2026-01-05 04:07:00,247,Cruise_Loiter,9966.2,-3.61,697.39,0.9009,19.3,14.8,70.8
4,Communication_Relay,Standard_Day,2026-01-05 04:08:00,248,Cruise_Loiter,9956.0,-4.55,699.03,0.9062,18.9,16.0,140.2
4,Communication_Relay,Standard_Day,2026-01-05 04:09:00,249,Cruise_Loiter,9991.7,-4.97,696.5,0.9044,19.0,15.1,201.9
4,Communication_Relay,Standard_Day,2026-01-05 04:10:00,250,Cruise_Loiter,10017.4,-6.01,695.18,0.9062,20.6,16.4,296.8
4,Communication_Relay,Standard_Day,2026-01-05 04:11:00,251,Cruise_Loiter,10019.8,-4.37,696.0,0.9016,21.7,16.6,305.3
4,Communication_Relay,Standard_Day,2026-01-05 04:12:00,252,Cruise_Loiter,9967.5,-6.15,696.99,0.909,23.1,17.7,190.3
4,Communication_Relay,Standard_Day,2026-01-05 04:13:00,253,Cruise_Loiter,9966.0,-4.38,695.98,0.9016,22.6,17.5,76.6
4,Communication_Relay,Standard_Day,2026-01-05 04:14:00,254,Cruise_Loiter,9979.3,-3.93,696.83,0.9012,24.1,13.5,161.8
4,Communication_Relay,Standard_Day,2026-01-05 04:15:00,255,Cruise_Loiter,9954.6,-4.52,697.81,0.9044,24.7,15.1,129.0
4,Communication_Relay,Standard_Day,2026-01-05 04:16:00,256,Cruise_Loiter,9991.2,-4.44,696.67,0.9026,26.1,14.8,189.5
4,Communication_Relay,Standard_Day,2026-01-05 04:17:00,257,Cruise_Loiter,9962.7,-5.41,697.01,0.9064,26.8,13.6,310.2
4,Communication_Relay,Standard_Day,2026-01-05 04:18:00,258,Cruise_Loiter,9968.9,-4.33,697.84,0.9037,27.7,13.8,186.2
4,Communication_Relay,Standard_Day,2026-01-05 04:19:00,259,Cruise_Loiter,9961.7,-5.43,698.22,0.908,28.3,19.0,351.9
4,Communication_Relay,Standard_Day,2026-01-05 04:20:00,260,Cruise_Loiter,9965.9,-5.21,696.7,0.9053,28.6,14.4,141.0
4,Communication_Relay,Standard_Day,2026-01-05 04:21:00,261,Cruise_Loiter,9983.3,-4.11,698.21,0.9035,27.2,14.6,356.8
4,Communication_Relay,Standard_Day,2026-01-05 04:22:00,262,Cruise_Loiter,10001.4,-4.8,696.61,0.9037,29.7,17.7,246.1
4,Communication_Relay,Standard_Day,2026-01-05 04:23:00,263,Cruise_Loiter,10058.9,-5.71,696.4,0.9066,28.5,14.9,64.4
4,Communication_Relay,Standard_Day,2026-01-05 04:24:00,264,Cruise_Loiter,10087.3,-5.43,695.6,0.9046,29.6,14.7,173.6
4,Communication_Relay,Standard_Day,2026-01-05 04:25:00,265,Cruise_Loiter,10097.4,-5.24,694.72,0.9028,27.8,15.7,219.7
4,Communication_Relay,Standard_Day,2026-01-05 04:26:00,266,Cruise_Loiter,10080.9,-5.58,696.17,0.9059,28.1,18.1,56.9
4,Communication_Relay,Standard_Day,2026-01-05 04:27:00,267,Cruise_Loiter,10079.3,-5.33,693.34,0.9013,27.9,15.1,87.3
4,Communication_Relay,Standard_Day,2026-01-05 04:28:00,268,Cruise_Loiter,10085.7,-4.05,695.42,0.8996,28.3,16.6,174.1
4,Communication_Relay,Standard_Day,2026-01-05 04:29:00,269,Cruise_Loiter,10133.9,-5.57,693.25,0.902,28.2,17.7,75.4
4,Communication_Relay,Standard_Day,2026-01-05 04:30:00,270,Cruise_Loiter,10194.3,-5.73,690.0,0.8983,27.3,14.7,68.1
4,Communication_Relay,Standard_Day,2026-01-05 04:31:00,271,Cruise_Loiter,10193.0,-6.17,691.65,0.902,27.2,17.0,31.4
4,Communication_Relay,Standard_Day,2026-01-05 04:32:00,272,Cruise_Loiter,10182.3,-5.08,691.66,0.8983,27.6,19.1,330.8
4,Communication_Relay,Standard_Day,2026-01-05 04:33:00,273,Cruise_Loiter,10188.7,-4.87,692.23,0.8983,29.6,18.5,359.6
4,Communication_Relay,Standard_Day,2026-01-05 04:34:00,274,Cruise_Loiter,10166.6,-4.44,693.53,0.8985,29.0,17.5,219.8
4,Communication_Relay,Standard_Day,2026-01-05 04:35:00,275,Cruise_Loiter,10161.3,-5.6,694.16,0.9033,29.7,13.4,38.1
4,Communication_Relay,Standard_Day,2026-01-05 04:36:00,276,Cruise_Loiter,10145.2,-5.71,692.88,0.9019,30.7,16.3,34.5
4,Communication_Relay,Standard_Day,2026-01-05 04:37:00,277,Cruise_Loiter,10152.9,-4.84,693.26,0.8995,30.2,13.0,124.5
4,Communication_Relay,Standard_Day,2026-01-05 04:38:00,278,Cruise_Loiter,10134.3,-4.62,693.3,0.8987,32.2,14.8,350.3
4,Communication_Relay,Standard_Day,2026-01-05 04:39:00,279,Cruise_Loiter,10174.4,-5.53,692.06,0.9003,30.6,15.3,105.7
4,Communication_Relay,Standard_Day,2026-01-05 04:40:00,280,Cruise_Loiter,10186.4,-3.72,692.43,0.8946,30.3,17.7,339.1
4,Communication_Relay,Standard_Day,2026-01-05 04:41:00,281,Cruise_Loiter,10194.3,-5.53,691.54,0.8996,29.5,16.6,278.9
4,Communication_Relay,Standard_Day,2026-01-05 04:42:00,282,Cruise_Loiter,10226.2,-6.02,689.83,0.8991,28.0,17.2,164.4
4,Communication_Relay,Standard_Day,2026-01-05 04:43:00,283,Cruise_Loiter,10161.1,-5.45,691.79,0.8997,28.5,16.7,89.3
4,Communication_Relay,Standard_Day,2026-01-05 04:44:00,284,Cruise_Loiter,10142.2,-5.23,692.89,0.9003,29.6,16.2,268.6
4,Communication_Relay,Standard_Day,2026-01-05 04:45:00,285,Cruise_Loiter,10155.6,-4.98,691.99,0.8983,29.9,12.2,265.1
4,Communication_Relay,Standard_Day,2026-01-05 04:46:00,286,Cruise_Loiter,10170.3,-5.0,692.25,0.8987,30.8,15.0,1.1
4,Communication_Relay,Standard_Day,2026-01-05 04:47:00,287,Cruise_Loiter,10196.3,-4.68,691.09,0.8961,31.3,15.1,174.4
4,Communication_Relay,Standard_Day,2026-01-05 04:48:00,288,Cruise_Loiter,10240.4,-5.47,689.42,0.8966,33.0,16.8,193.4
4,Communication_Relay,Standard_Day,2026-01-05 04:49:00,289,Cruise_Loiter,10262.1,-4.97,689.58,0.8951,33.1,13.0,229.3
4,Communication_Relay,Standard_Day,2026-01-05 04:50:00,290,Cruise_Loiter,10265.4,-6.29,689.59,0.8996,35.5,15.1,296.7
4,Communication_Relay,Standard_Day,2026-01-05 04:51:00,291,Cruise_Loiter,10269.4,-4.64,689.26,0.8935,34.0,19.3,333.5
4,Communication_Relay,Standard_Day,2026-01-05 04:52:00,292,Cruise_Loiter,10250.3,-4.51,690.39,0.8946,33.5,14.4,136.8
4,Communication_Relay,Standard_Day,2026-01-05 04:53:00,293,Cruise_Loiter,10275.3,-5.66,690.13,0.8982,33.6,17.3,119.8
4,Communication_Relay,Standard_Day,2026-01-05 04:54:00,294,Cruise_Loiter,10294.5,-5.39,690.04,0.8971,34.5,14.9,225.4
4,Communication_Relay,Standard_Day,2026-01-05 04:55:00,295,Cruise_Loiter,10299.6,-5.47,687.81,0.8945,34.5,17.4,174.9
4,Communication_Relay,Standard_Day,2026-01-05 04:56:00,296,Cruise_Loiter,10354.7,-4.96,687.89,0.8928,33.8,13.4,74.7
4,Communication_Relay,Standard_Day,2026-01-05 04:57:00,297,Cruise_Loiter,10363.6,-4.48,685.95,0.8887,35.1,17.1,199.5
4,Communication_Relay,Standard_Day,2026-01-05 04:58:00,298,Cruise_Loiter,10343.4,-6.26,687.2,0.8963,36.6,15.0,215.0
4,Communication_Relay,Standard_Day,2026-01-05 04:59:00,299,Cruise_Loiter,10366.9,-4.31,686.01,0.8882,35.2,18.6,284.0
4,Communication_Relay,Standard_Day,2026-01-05 05:00:00,300,Cruise_Loiter,10346.3,-6.92,689.01,0.901,34.2,17.1,176.9
4,Communication_Relay,Standard_Day,2026-01-05 05:01:00,301,Cruise_Loiter,10365.2,-4.95,687.0,0.8916,34.0,18.2,270.4
4,Communication_Relay,Standard_Day,2026-01-05 05:02:00,302,Cruise_Loiter,10345.4,-5.62,685.93,0.8925,35.8,12.9,82.4
4,Communication_Relay,Standard_Day,2026-01-05 05:03:00,303,Cruise_Loiter,10360.3,-5.54,687.81,0.8947,35.2,17.2,338.6
4,Communication_Relay,Standard_Day,2026-01-05 05:04:00,304,Cruise_Loiter,10371.7,-5.33,686.57,0.8924,36.3,16.2,229.4
4,Communication_Relay,Standard_Day,2026-01-05 05:05:00,305,Cruise_Loiter,10385.0,-5.82,686.23,0.8936,35.9,17.2,50.8
4,Communication_Relay,Standard_Day,2026-01-05 05:06:00,306,Cruise_Loiter,10392.2,-4.86,686.83,0.8911,36.2,18.4,208.4
4,Communication_Relay,Standard_Day,2026-01-05 05:07:00,307,Cruise_Loiter,10382.3,-5.79,687.27,0.8948,36.4,16.2,107.8
4,Communication_Relay,Standard_Day,2026-01-05 05:08:00,308,Cruise_Loiter,10363.1,-6.11,687.09,0.8957,36.2,17.6,185.2
4,Communication_Relay,Standard_Day,2026-01-05 05:09:00,309,Cruise_Loiter,10365.1,-5.73,687.68,0.8951,37.6,13.8,254.7
4,Communication_Relay,Standard_Day,2026-01-05 05:10:00,310,Cruise_Loiter,10386.5,-5.44,685.76,0.8917,36.6,16.0,207.5
4,Communication_Relay,Standard_Day,2026-01-05 05:11:00,311,Cruise_Loiter,10429.6,-5.67,685.36,0.8919,37.4,16.0,96.2
4,Communication_Relay,Standard_Day,2026-01-05 05:12:00,312,Cruise_Loiter,10392.4,-4.41,685.19,0.8874,37.3,15.1,166.5
4,Communication_Relay,Standard_Day,2026-01-05 05:13:00,313,Cruise_Loiter,10420.7,-5.41,685.85,0.8916,36.6,19.8,228.2
4,Communication_Relay,Standard_Day,2026-01-05 05:14:00,314,Cruise_Loiter,10414.8,-5.37,684.47,0.8897,38.0,16.5,83.4
4,Communication_Relay,Standard_Day,2026-01-05 05:15:00,315,Cruise_Loiter,10401.9,-5.63,685.94,0.8925,37.3,16.0,306.0
4,Communication_Relay,Standard_Day,2026-01-05 05:16:00,316,Cruise_Loiter,10454.4,-5.48,684.99,0.8908,36.8,16.5,162.7
4,Communication_Relay,Standard_Day,2026-01-05 05:17:00,317,Cruise_Loiter,10497.9,-6.07,683.42,0.8907,36.1,18.6,196.1
4,Communication_Relay,Standard_Day,2026-01-05 05:18:00,318,Cruise_Loiter,10470.0,-5.93,683.98,0.891,37.2,17.6,228.2
4,Communication_Relay,Standard_Day,2026-01-05 05:19:00,319,Cruise_Loiter,10453.7,-6.82,685.25,0.8956,39.0,14.4,240.8
4,Communication_Relay,Standard_Day,2026-01-05 05:20:00,320,Cruise_Loiter,10465.1,-5.95,683.9,0.8909,39.5,16.6,133.1
4,Communication_Relay,Standard_Day,2026-01-05 05:21:00,321,Cruise_Loiter,10443.3,-6.73,685.4,0.8955,41.1,15.8,333.8
4,Communication_Relay,Standard_Day,2026-01-05 05:22:00,322,Cruise_Loiter,10447.4,-5.32,684.58,0.8896,40.1,15.8,240.6
4,Communication_Relay,Standard_Day,2026-01-05 05:23:00,323,Cruise_Loiter,10449.9,-5.94,685.13,0.8924,41.1,14.2,184.0
4,Communication_Relay,Standard_Day,2026-01-05 05:24:00,324,Cruise_Loiter,10490.7,-6.4,684.06,0.8926,40.6,19.0,200.6
4,Communication_Relay,Standard_Day,2026-01-05 05:25:00,325,Cruise_Loiter,10471.5,-6.94,683.01,0.893,41.7,19.5,283.5
4,Communication_Relay,Standard_Day,2026-01-05 05:26:00,326,Cruise_Loiter,10494.7,-5.88,684.43,0.8913,42.9,13.7,82.3
4,Communication_Relay,Standard_Day,2026-01-05 05:27:00,327,Cruise_Loiter,10467.6,-5.36,684.9,0.8901,43.2,15.3,135.6
4,Communication_Relay,Standard_Day,2026-01-05 05:28:00,328,Cruise_Loiter,10463.3,-5.58,684.54,0.8904,43.4,20.0,267.0
4,Communication_Relay,Standard_Day,2026-01-05 05:29:00,329,Cruise_Loiter,10486.1,-5.3,684.43,0.8893,42.6,17.1,111.4
4,Communication_Relay,Standard_Day,2026-01-05 05:30:00,330,Cruise_Loiter,10488.8,-6.14,682.55,0.8897,44.7,19.3,274.0
4,Communication_Relay,Standard_Day,2026-01-05 05:31:00,331,Cruise_Loiter,10491.6,-6.69,683.21,0.8924,44.1,15.1,201.5
4,Communication_Relay,Standard_Day,2026-01-05 05:32:00,332,Cruise_Loiter,10502.6,-6.81,683.86,0.8937,41.8,16.3,237.8
4,Communication_Relay,Standard_Day,2026-01-05 05:33:00,333,Cruise_Loiter,10517.6,-5.49,685.06,0.8908,44.0,14.2,50.1
4,Communication_Relay,Standard_Day,2026-01-05 05:34:00,334,Cruise_Loiter,10502.2,-6.2,683.7,0.8914,44.0,19.6,59.3
4,Communication_Relay,Standard_Day,2026-01-05 05:35:00,335,Cruise_Loiter,10481.3,-5.65,684.13,0.8901,44.9,16.8,193.6
4,Communication_Relay,Standard_Day,2026-01-05 05:36:00,336,Cruise_Loiter,10433.7,-4.88,684.08,0.8874,45.8,16.0,184.6
4,Communication_Relay,Standard_Day,2026-01-05 05:37:00,337,Cruise_Loiter,10437.3,-5.96,685.15,0.8924,46.6,14.3,153.8
4,Communication_Relay,Standard_Day,2026-01-05 05:38:00,338,Cruise_Loiter,10466.1,-6.42,683.59,0.892,46.0,19.2,355.0
4,Communication_Relay,Standard_Day,2026-01-05 05:39:00,339,Cruise_Loiter,10476.9,-4.72,685.01,0.888,46.8,14.5,258.8
4,Communication_Relay,Standard_Day,2026-01-05 05:40:00,340,Cruise_Loiter,10427.5,-5.68,684.64,0.8908,46.6,15.2,292.3
4,Communication_Relay,Standard_Day,2026-01-05 05:41:00,341,Cruise_Loiter,10414.8,-5.57,684.39,0.8901,45.9,17.5,291.7
4,Communication_Relay,Standard_Day,2026-01-05 05:42:00,342,Cruise_Loiter,10454.9,-4.66,686.79,0.8901,45.8,15.0,241.2
4,Communication_Relay,Standard_Day,2026-01-05 05:43:00,343,Cruise_Loiter,10457.4,-6.15,683.69,0.8912,47.2,13.8,208.3
4,Communication_Relay,Standard_Day,2026-01-05 05:44:00,344,Cruise_Loiter,10455.3,-6.92,685.01,0.8955,47.5,14.3,333.3
4,Communication_Relay,Standard_Day,2026-01-05 05:45:00,345,Cruise_Loiter,10459.3,-5.89,684.09,0.8908,47.6,16.5,235.2
4,Communication_Relay,Standard_Day,2026-01-05 05:46:00,346,Cruise_Loiter,10423.5,-5.97,686.49,0.8942,48.1,17.0,342.7
4,Communication_Relay,Standard_Day,2026-01-05 05:47:00,347,Cruise_Loiter,10454.4,-6.63,685.24,0.8948,47.9,13.5,301.8
4,Communication_Relay,Standard_Day,2026-01-05 05:48:00,348,Cruise_Loiter,10431.6,-5.68,685.15,0.8914,48.8,19.9,156.8
4,Communication_Relay,Standard_Day,2026-01-05 05:49:00,349,Cruise_Loiter,10420.2,-5.72,686.91,0.8939,49.1,14.2,65.0
4,Communication_Relay,Standard_Day,2026-01-05 05:50:00,350,Cruise_Loiter,10472.5,-6.44,684.56,0.8932,49.1,16.4,200.6
4,Communication_Relay,Standard_Day,2026-01-05 05:51:00,351,Cruise_Loiter,10494.8,-5.52,682.32,0.8872,49.5,14.5,97.1
4,Communication_Relay,Standard_Day,2026-01-05 05:52:00,352,Cruise_Loiter,10510.1,-5.73,683.54,0.8895,49.5,16.1,59.9
4,Communication_Relay,Standard_Day,2026-01-05 05:53:00,353,Cruise_Loiter,10492.5,-6.13,683.2,0.8904,48.3,16.6,323.9
4,Communication_Relay,Standard_Day,2026-01-05 05:54:00,354,Cruise_Loiter,10528.7,-6.68,682.09,0.8908,49.8,15.2,234.2
4,Communication_Relay,Standard_Day,2026-01-05 05:55:00,355,Cruise_Loiter,10530.7,-5.18,684.24,0.8885,49.9,15.2,260.3
4,Communication_Relay,Standard_Day,2026-01-05 05:56:00,356,Cruise_Loiter,10554.3,-6.58,682.44,0.8909,49.9,13.8,331.3
4,Communication_Relay,Standard_Day,2026-01-05 05:57:00,357,Cruise_Loiter,10543.1,-6.38,681.23,0.8887,50.6,17.9,124.8
4,Communication_Relay,Standard_Day,2026-01-05 05:58:00,358,Cruise_Loiter,10536.6,-5.83,683.11,0.8892,50.7,16.1,200.8
4,Communication_Relay,Standard_Day,2026-01-05 05:59:00,359,Cruise_Loiter,10533.5,-6.9,683.27,0.8931,51.4,20.3,71.6
4,Communication_Relay,Standard_Day,2026-01-05 06:00:00,360,Cruise_Loiter,10545.9,-6.46,682.54,0.8906,51.3,18.3,358.9
4,Communication_Relay,Standard_Day,2026-01-05 06:01:00,361,Cruise_Loiter,10507.3,-6.87,682.83,0.8924,51.1,18.2,134.4
4,Communication_Relay,Standard_Day,2026-01-05 06:02:00,362,Cruise_Loiter,10518.6,-6.59,683.73,0.8927,49.3,19.2,153.9
4,Communication_Relay,Standard_Day,2026-01-05 06:03:00,363,Cruise_Loiter,10536.2,-5.98,681.75,0.888,49.9,15.2,290.7
4,Communication_Relay,Standard_Day,2026-01-05 06:04:00,364,Cruise_Loiter,10505.9,-6.3,682.54,0.8901,48.0,16.6,288.4
4,Communication_Relay,Standard_Day,2026-01-05 06:05:00,365,Cruise_Loiter,10537.9,-6.37,682.32,0.8901,47.2,13.7,209.0
4,Communication_Relay,Standard_Day,2026-01-05 06:06:00,366,Cruise_Loiter,10536.8,-5.99,682.16,0.8886,46.8,20.2,343.5
4,Communication_Relay,Standard_Day,2026-01-05 06:07:00,367,Cruise_Loiter,10556.2,-5.75,679.71,0.8846,45.8,17.6,226.4
4,Communication_Relay,Standard_Day,2026-01-05 06:08:00,368,Cruise_Loiter,10568.5,-6.23,682.44,0.8898,46.6,15.3,104.7
4,Communication_Relay,Standard_Day,2026-01-05 06:09:00,369,Cruise_Loiter,10548.9,-5.98,682.31,0.8888,47.3,15.4,228.1
4,Communication_Relay,Standard_Day,2026-01-05 06:10:00,370,Cruise_Loiter,10607.6,-6.33,680.07,0.887,48.1,16.1,107.2
4,Communication_Relay,Standard_Day,2026-01-05 06:11:00,371,Cruise_Loiter,10624.0,-6.29,680.98,0.888,49.6,19.7,345.2
4,Communication_Relay,Standard_Day,2026-01-05 06:12:00,372,Cruise_Loiter,10626.9,-6.21,679.17,0.8854,48.5,19.2,309.0
4,Communication_Relay,Standard_Day,2026-01-05 06:13:00,373,Cruise_Loiter,10632.9,-5.4,679.85,0.8836,47.3,20.0,257.1
4,Communication_Relay,Standard_Day,2026-01-05 06:14:00,374,Cruise_Loiter,10601.4,-6.1,681.72,0.8884,48.2,18.1,89.4
4,Communication_Relay,Standard_Day,2026-01-05 06:15:00,375,Cruise_Loiter,10611.3,-5.48,680.12,0.8842,47.4,14.2,191.9
4,Communication_Relay,Standard_Day,2026-01-05 06:16:00,376,Cruise_Loiter,10616.4,-6.32,680.24,0.8873,46.4,18.1,216.3
4,Communication_Relay,Standard_Day,2026-01-05 06:17:00,377,Cruise_Loiter,10595.7,-5.97,682.88,0.8895,47.0,18.2,221.3
4,Communication_Relay,Standard_Day,2026-01-05 06:18:00,378,Cruise_Loiter,10597.2,-5.64,679.79,0.8843,47.5,16.4,222.2
4,Communication_Relay,Standard_Day,2026-01-05 06:19:00,379,Cruise_Loiter,10594.5,-5.93,681.17,0.8871,49.7,14.7,309.1
4,Communication_Relay,Standard_Day,2026-01-05 06:20:00,380,Cruise_Loiter,10616.7,-5.52,679.14,0.8831,47.6,14.3,98.4
4,Communication_Relay,Standard_Day,2026-01-05 06:21:00,381,Cruise_Loiter,10592.7,-5.32,680.92,0.8847,47.2,16.6,53.8
4,Communication_Relay,Standard_Day,2026-01-05 06:22:00,382,Cruise_Loiter,10640.3,-5.52,680.14,0.8844,47.7,15.9,291.5
4,Communication_Relay,Standard_Day,2026-01-05 06:23:00,383,Cruise_Loiter,10643.4,-5.97,680.64,0.8866,46.2,20.3,352.6
4,Communication_Relay,Standard_Day,2026-01-05 06:24:00,384,Cruise_Loiter,10649.0,-6.28,679.78,0.8865,44.6,15.5,185.0
4,Communication_Relay,Standard_Day,2026-01-05 06:25:00,385,Cruise_Loiter,10673.9,-5.58,679.69,0.884,45.8,17.0,255.6
4,Communication_Relay,Standard_Day,2026-01-05 06:26:00,386,Cruise_Loiter,10703.1,-6.27,678.63,0.885,44.5,12.7,149.7
4,Communication_Relay,Standard_Day,2026-01-05 06:27:00,387,Cruise_Loiter,10681.6,-4.61,677.87,0.8785,41.7,16.3,13.7
4,Communication_Relay,Standard_Day,2026-01-05 06:28:00,388,Cruise_Loiter,10721.3,-6.05,676.63,0.8817,40.9,17.0,309.3
4,Communication_Relay,Standard_Day,2026-01-05 06:29:00,389,Cruise_Loiter,10751.7,-6.17,677.58,0.8833,41.2,13.2,350.9
4,Communication_Relay,Standard_Day,2026-01-05 06:30:00,390,Cruise_Loiter,10692.6,-6.42,679.22,0.8864,40.7,16.1,182.6
4,Communication_Relay,Standard_Day,2026-01-05 06:31:00,391,Cruise_Loiter,10706.2,-5.94,679.35,0.8849,41.4,15.9,174.8
4,Communication_Relay,Standard_Day,2026-01-05 06:32:00,392,Cruise_Loiter,10706.8,-7.09,677.68,0.8866,39.6,16.5,220.2
4,Communication_Relay,Standard_Day,2026-01-05 06:33:00,393,Cruise_Loiter,10721.3,-6.13,676.91,0.8824,39.8,14.6,243.4
4,Communication_Relay,Standard_Day,2026-01-05 06:34:00,394,Cruise_Loiter,10729.1,-4.93,676.03,0.8772,39.3,17.1,177.4
4,Communication_Relay,Standard_Day,2026-01-05 06:35:00,395,Cruise_Loiter,10762.0,-5.97,677.38,0.8825,39.3,13.4,49.8
4,Communication_Relay,Standard_Day,2026-01-05 06:36:00,396,Cruise_Loiter,10779.9,-6.36,675.25,0.881,39.3,16.0,220.5
4,Communication_Relay,Standard_Day,2026-01-05 06:37:00,397,Cruise_Loiter,10784.7,-6.4,675.93,0.882,40.3,18.2,26.3
4,Communication_Relay,Standard_Day,2026-01-05 06:38:00,398,Cruise_Loiter,10777.6,-6.78,675.78,0.8831,39.4,17.0,171.1
4,Communication_Relay,Standard_Day,2026-01-05 06:39:00,399,Cruise_Loiter,10757.4,-6.17,677.13,0.8828,39.8,16.4,226.8
4,Communication_Relay,Standard_Day,2026-01-05 06:40:00,400,Cruise_Loiter,10768.4,-6.58,676.33,0.8832,39.4,18.3,173.7
4,Communication_Relay,Standard_Day,2026-01-05 06:41:00,401,Cruise_Loiter,10764.5,-5.56,676.3,0.8797,39.5,14.6,339.2
4,Communication_Relay,Standard_Day,2026-01-05 06:42:00,402,Cruise_Loiter,10790.3,-7.34,675.07,0.8841,40.5,14.3,20.7
4,Communication_Relay,Standard_Day,2026-01-05 06:43:00,403,Cruise_Loiter,10771.4,-5.88,677.97,0.8829,41.0,17.7,147.0
4,Communication_Relay,Standard_Day,2026-01-05 06:44:00,404,Cruise_Loiter,10754.8,-5.27,677.98,0.8809,41.1,15.8,332.5
4,Communication_Relay,Standard_Day,2026-01-05 06:45:00,405,Cruise_Loiter,10748.2,-6.9,677.6,0.8858,41.6,16.4,18.6
4,Communication_Relay,Standard_Day,2026-01-05 06:46:00,406,Cruise_Loiter,10710.3,-6.01,678.37,0.8839,39.8,18.6,186.5
4,Communication_Relay,Standard_Day,2026-01-05 06:47:00,407,Cruise_Loiter,10745.1,-5.41,676.23,0.8791,41.3,17.5,273.1
4,Communication_Relay,Standard_Day,2026-01-05 06:48:00,408,Cruise_Loiter,10709.0,-6.31,678.23,0.8847,41.5,14.5,108.3
4,Communication_Relay,Standard_Day,2026-01-05 06:49:00,409,Cruise_Loiter,10716.2,-6.93,677.24,0.8855,40.8,13.2,215.1
4,Communication_Relay,Standard_Day,2026-01-05 06:50:00,410,Cruise_Loiter,10739.3,-5.94,677.36,0.8823,39.1,15.7,79.0
